hospital,content
н╖кЎд·┬х╢Eй╥,з┌мOдGж╕┴Bе┐бAлD▒`▒└┐р║a┘y┬хоv┴┐╕╤лD▒`╕╘▓╙бAеBлD▒`╕█╣ъжa╕ЄзA╗бзA░╡┴Bе┐лспрзя╡╜к║┤Tл╫жhдjбCж]м░╖╙е■дfxе·╕Єе~╞[╖╙д∙бA╡o▓{з┌к║░й└Yк║░▌├Dй╥еHжpкG░╡┴Bе┐┴Ў╡MеiеHзя╡╜ж¤┤Tл╫лD▒`к║дpбA┐р┬хоvд]з╣е■п╕жbз┌к║идл╫╡√жЇ│o╝╦к║CPн╚й╬│\дг░кбAл▄├°╣FиьеLк║нnиD╖э╡M╣яз┌е╗дHи╙╗бд@йwд]╖|ж│й╥╕иоtбC┴Ў╡M│╠лсиMйwдг░╡┴Bе┐бAж¤нYифеLдHнn┴Bе┐лD▒`▒└бAмOжьл▄ж│┬х╝wк║┬хе═дг╖|м░дF┴╚┐·└HлKеsзA░╡┴Bе┐д·╛жбC
н╖кЎд·┬х╢Eй╥,еXк└╖|е|ж~бA┬ў╢}оч╢щдзлсбCпuк║жAд]зфдгиь╣│мx┬хоvи║╗Є▓╙д▀к║┬хе═дFбAпuк║пuк║лD▒`└uк║д@н╙┬хе═ бZбZбZ
н╖кЎд·┬х╢Eй╥,мOг╕н╙л▄╖┼╖x░о▓bк║д·┬х╢Eй╥бAмx┬хоvкv└°д╬┴┐╕╤│глD▒`▓╙д▀бAеB╣япgдU├─бAд·зUдpйjд]│глD▒`┐╦д┴ж│н@д▀бAеtе~бAж│▒M─▌░▒ио│їм┘еh░▒иозфиожьк║╖╨┤oбAл▄▒└┬╦╡╣дjоaбI
н╖кЎд·┬х╢Eй╥,"кBд═д╢▓╨и╙к║.л▄▒M╖~.┬хоvд]л▄жn
ж¤й·й·ж│╣wм∙лoиCж╕│гнn╡е30д└─┴''еHдW''
м╞ж▄иьд@н╙дpо╔д]мOж│к║"
н╖кЎд·┬х╢Eй╥,"бmзєзя╡√╜╫бnбIбI╖P─▒л▄жn
з┌╖Q┬хе═йM▒wк╠│г┴┘жb╝Ї▒xй╝ж╣бA
ж]м░┴Bе┐╗▌нnл▄к°к║о╔╢ббAй╬│\з┌дгмOл▄оeйЎм█лHдHк║дHбAз╞▒ц╡▓кGмOжnк║бA┤┴л▌м▌иьз┌к║м№д·"
н╖кЎд·┬х╢Eй╥,┬хоv╢W▓╙д▀к║бA░╩з@д]л▄╗┤мXбA┴┐╕╤лD▒`еJ▓╙к║кv└°╣L╡{бA┼¤дHл▄йёд▀ 
н╖кЎд·┬х╢Eй╥,│oмOд@н╙┼¤о`й╚м▌д·╛жк║з┌бAеiеHжwд▀к║жaдш...
н╖кЎд·┬х╢Eй╥,│o╕╠к║┬хоv│гл▄▓╙д▀╖┼мX бZбZ┼¤з┌╖Pи№л▄┤╬
н╖кЎд·┬х╢Eй╥,лD▒`ж│н@д▀к║└░з┌е╬д·╛жбAд]л▄ж│▒M╖~бAкA░╚д]л▄┤╬
н╖кЎд·┬х╢Eй╥,жhж~и╙д·╛жк║зx┬Zжb│oд@ж╕╕╤иMбA╞gбI
н╖кЎд·┬х╢Eй╥,д╡д╤┴`║т╕╤иMдFе╪лeк║│Eд·░▌├DбAз┌╖Qнn┴┬┴┬кv└°з┌к║зїж╨╘╨┬хоvбAмJ▓╙д▀дS╖┼мXбAеHй╣к║з┌мO╖ел╫ог─▀м▌д·┬хк║б]м╞ж▄нш┤лиь│oоa▓─д@ж╕╣wм∙м▌╢Eк║лeд@▒▀┴┘░╡дF│їд·╛ж─ъе·к║╛╡╣┌жн▒с│Q└~┐Їб^бAж¤│oитж╕кv└°дUи╙к║╣L╡{дд│гдг╖|ж│еЇжєдг╛AбBд·д]╕╔▒oл▄жnбAд@▒╜з┌дзлeк║│▒┼╡бC┬хе═л▄ж│н@д▀бBо╟├фк║д·зU╗P┬d┬iдpйjн╠д]│гл▄┐╦д┴бA│oитж╕к║кv└°дгжn╖Nлф│гиSж│зьиь╛ў╖|┐╦дf╕Єж╨╘╨┬хоv╗б┴n┴┬┴┬бAжbж╣╣D┴┬дFбCбGб^
н╖кЎд·┬х╢Eй╥,"┬хе═└╦мdд·╛жк║о╔н╘л▄▓╙д▀бAл▄ж│н@д▀╕╤─└е╪лeд·╛жк║кмкpбAд]ж│╗бй·лс─Єнnжpжєкv└°к║л╪─│╕Єж^оaнnлч╗Єж█дv╖╙┼UлO░╖
┼ез╣┬хе═к║╕▄дзлс┼¤з┌л▄йёд▀бAнье╗л▄о`й╚м▌д·┬хбA▓{жbд]дё╕√дг╖|о`й╚дF
▒└┬╦дjоaи╙│o╕╠м▌д·╛жнЄ"
н╖кЎд·┬х╢Eй╥,┬хе═д└дuл▄▓╙бAкь╢Eл▄еJ▓╙к║╖╙дFXе·╕Є╛жжC╖╙бAзU▓zд]│гл▄┐╦д┴▓╙д▀бA└Ї╣╥д]л▄░о▓b╕Єй·лGбAмOд@н╙м█╖эдг┐∙к║д·┬х╢Eй╥бZбZ
н╖кЎд·┬х╢Eй╥,з┌╣яд·мьпuк║л▄ог─▀бAж¤╢iиьн╖кЎбA┬х┼@дHн√н▒▒a╖Lп║бC┼¤з┌╖Pиьжwд▀бCжAе[дW┬хе═к║▒M╖~бCз▐│NдWбB┴┐╕╤дWбAпuк║иS╕▄╗ббC│▀┼wеLн╠к║пuбB╡╜бBм№!
н╖кЎд·┬х╢Eй╥,"┬хе═еJ▓╙дS▓╙д▀
┼@дh╢Kд▀дSж│н@д▀
┤╬┤╬┤╬┤╬бZбZбZбZ"
н╖кЎд·┬х╢Eй╥,┬хоvз▐│NжnбAдpйjдH┐╦д┴бI
╝ф╝wм№╛╟д·┬х╢Eй╥,кL┬хоvл▄▓╙д▀
╝ф╝wм№╛╟д·┬х╢Eй╥,еu╖|зOдHй▐д·бB┤╙д·бAиS┬х╝w!
╝ф╝wм№╛╟д·┬х╢Eй╥,┬хоvн╠│гл▄▓╙д▀бA╕Є╢Eд╬┬d╗Oдpйjл▄╢Kд▀бI
╝ф╝wм№╛╟д·┬х╢Eй╥,░|к°┤Ў┬хоv╢Wп┼е╬д▀│сбI┼¤дHл▄йёд▀бI__
╝ф╝wм№╛╟д·┬х╢Eй╥,л▄┤╬к║┬хе═бAдг╖|└HлK╢├й▐д·^_^
╝ф╝wм№╛╟д·┬х╢Eй╥,┬хе═л▄┤╬ е╪лe╣J╣Lз▐│N│╠жnк║
╝ф╝wм№╛╟д·┬х╢Eй╥,▒M╖~бB┐╦д┴бB╡°пfжp┐╦бI
╝ф╝wм№╛╟д·┬х╢Eй╥,кA░╚┐╦д┴бA┬хе═▒M╖~бC
м№─R╖sд·┬х╢Eй╥,│oоa╢Eй╥дг┐∙й▐д·╛ждг╖|╡hдг╖|ог─▀╖P╛╛
м№─R╖sд·┬х╢Eй╥,"л▄░кп┼к║д·мь
┼¤зAж│╗лж▄жp┬kк║╖P─▒"
м№─R╖sд·┬х╢Eй╥,╡╬╛Aк║└Ї╣╥
м№─R╖sд·┬х╢Eй╥,╞gбIбI
жX▒dм№╛╟д·┬х╢Eй╥,"╣∙┬хоvл▄▓╙д▀
кv└°┤┴╢биSж│╖Pиьдг╛Aк║▒бкpбAм╞ж▄ж│ж╕░╡о┌║▐кv└°о╔з┌оt┬I║╬╡█^^"
жX▒dм№╛╟д·┬х╢Eй╥,"╣wм∙▒▀дWд╗┬IдGдQм▌╢E
╖╟о╔д╗┬IдGдQиь
иьдF┬dеx╗б┬хе═нл╖Pл_
╛уд╤│г┴p╡╕дгдWй╥еHиSдWпZ
╡Mлс╗бж││qк╛з┌ж¤е╝▒╡
з┌м▌дFмЎ┐¤мOдUд╚2┬I14
еuж│╢Eй╥е┤и╙д@н╙е╝▒╡
╡Mлс░▌м░д░╗Єиьд╗┬IдGдQлe│гдгпржbе┤│qк╛
┬dеx╗б┬хе═пfдHл▄жh
е┤д@╜№д╚пZ┤NдUпZдF
▒▀пZншдWд]и╙дгд╬е┤
еuмO─▒▒o╡Lй`
╡√╜╫еuмO─▒▒o╣wм∙д]╣wм∙дF
жpкG┬хе═нлпfпuк║нnзiк╛
з╞▒цеHлспр░ўк`╖N"
жX▒dм№╛╟д·┬х╢Eй╥,"10ж~бAпuк║10ж~_ж]_10ж~дг┤rз╓к║й▐д·╕g┼чбA┼¤з┌лD▒`─▀й╚м▌д·┬хбA10ж~лсбAз┌▓╫йє╣к░_лiоЁбK╖Nе~к║╡o▓{бAй▐д·пuк║дг╖|╡hг░
╖P┴┬ ▒i┬▓┬хе═к║н@д▀╕Є╖┼мXбA┼¤з┌д▀╕╠н▒║Є▒iл№╝╞н░зCбAд]┴┬┴┬┼@дhк║дpдт║Є║Є┤джэз┌бAпuк║г╕йwнnдj▒└дj▒└бAй▐д·пuк║дг╡hбA┬хе═пuк║л▄жnл▄╖┼мX│сбI"
жX▒dм№╛╟д·┬х╢Eй╥,"│oоaд·┬х╢Eй╥л▄┤╬
дго╔к║├Ўд▀з┌┴┘еiеH╢▄ ╖|дг╖|╡hдз├■к║
┼¤дHл▄жwд▀
ж]м░з┌дw╕gл▄д[иSж│м▌д·┬хдFбAз┌л▄й╚л▄й╚д·┬хоvбAк╜иьлси╙│Q╣Gеhм~д·бAншжnкBд═▒└┬╦з┌│o╢ббAз┌┤Nи╙╕╒╕╒дFбA╕╒з╣з┌пuк║─▒▒oл▄┤╬бZ▒└┬╦дjоaи╙бA┬хоvк∙│гл▄▓╙д▀╖┼мX"
жX▒dм№╛╟д·┬х╢Eй╥,й·лG▓M╖sк║└Ї╣╥бA╖┼╖xд═╡╜к║к^│ЄжAе[дW┐╦д┴▒M╖~к║┬хоv╕s____________
жX▒dм№╛╟д·┬х╢Eй╥,"н╙дH▒└┬╦ ▒i┬▓б]жWжrе|н╙жrб^┬хе═
┬хе═лD▒`к║ж│н@д▀▓╙д▀дго╔├Ўд▀пf▒w╖|╡h╢▄бH│o╝╦еiеH╢▄бH
з┌ж]м░нnй▐┤╝╛жбAдзлeек├фмOжb▒╙*┬х░|й▐бA╕g┼ч┼хдHбA╛╔нPз┌о`й╚жbй▐┤╝╛жбCбCбC
лси╙еk├фкёкp┤╝╛ждг╡╬кAк║з┌бAо`й╚й▐д·бAз┌дWпZд@к╜╢R┤╢о│пkжYбAж¤и╠╡MиSжn┬рбCбCбC
│╠▓╫ ж█дv╣к░_лiоЁбAкь╢EеhдF│o╢бд·┬хбA╣q╕▄╣wм∙▒╛╕╣бAе■╡{кv└°дг╖|╡h╡L╖PбCбC
┴┬┴┬┬хе═╕Є┼@дhбA┼¤з┌├PдFд@дfоЁ╣яд·┬хдё╕√дгог─▀дFбC"
жX▒dм№╛╟д·┬х╢Eй╥,┬хоvл▄ж│н@д▀гм...д╫иф╣ядpкBд═
е╬д▀д·┬х╢Eй╥,л▄▒└┬╦бI└Ї╣╥░о▓bй·лGбB┼@дh╕Є┬хе═к║║Aл╫│гл▄┐╦д┴бB╣ядpкBд═д]л▄д═╡╜бIз▐│Nд]л▄жnбZ
е╬д▀д·┬х╢Eй╥,┬хоv│B▓z│tл╫л▄з╓бA┴┐╕╤▓M╖ббA зU▓zз@и╞╗┤╗┤мXйMбA┴┬┴┬
е╬д▀д·┬х╢Eй╥,│oоa╢Eй╥дг┐∙ мOеHм∙╢Eм░еD ┴┘║б╖╟о╔м▌╢E ┬хе═зU▓z│гл▄╗{пu!
е╬д▀д·┬х╢Eй╥,┬хоv╖|еJ▓╙╗бй·└°╡{бA╢Eй╥д║│]│╞░о▓b▓M╖sбAиь╢Eлeд@дщ┴┘╖|╣q╕▄│qк╛бAпuк║л▄е╬д▀бCбZ
е╬д▀д·┬х╢Eй╥,▒jдO▒└┬╦к║жnд·┬х╢Eй╥
е╬д▀д·┬х╢Eй╥,└Ї╣╥жnбA┬хоv▒M╖~бA│]│╞д@мyдS╖s┐oзы╕ъдj
е╬д▀д·┬х╢Eй╥,"┬хе═л▄д╓╗бдUж╕жAи╙д@ж╕бZ
нье╗╛сд▀к║ир╡гд·мьм▌╢E
┬хе═╖|╗Pдpл─дм░╩╡▓зЇ┴┘ж│┬W┬W╝╓
пuк║л▄е╬д▀бI"
е╬д▀д·┬х╢Eй╥,│]│╞└u┬хе═з▐│NдSжnбAдjдO▒└┬╦│с_
е╬д▀д·┬х╢Eй╥,м▌д·зфе╬д▀бAпuк║жnйёд▀
е╬д▀д·┬х╢Eй╥,м▌д·зфе╬д▀бAпuк║жnйёд▀бI
е╬д▀д·┬х╢Eй╥,лD▒`е╬д▀бA▒└┬╦╡╣дjоaбI
е╬д▀д·┬х╢Eй╥,н@д▀ ▓╙д▀ пuк║е╬д▀
е╬д▀д·┬х╢Eй╥,┬хе═пuк║л▄е╬д▀бA┴┬┴┬
е╬д▀д·┬х╢Eй╥,пuк║л▄е╬д▀ │oмOз┌м▌╣L│╠жnк║д·┬хдF
е╬д▀д·┬х╢Eй╥,м▌д·зфе╬д▀бAпuк║жnйёд▀
е╬д▀д·┬х╢Eй╥,м▌д·зфе╬д▀бAпuк║жnйёд▀
├└л~д·┬х╢Eй╥,╜▓┬хоv╣ядpкBд═л▄ж│н@д▀бAм▌╢Eл▄▒M╖~бIй╚дpл─м▌д·╖|╡h│г╖|╛Aо╔к║╡╣дй╣к└y╕Є├Ўд▀бAз┌╡o▓{ирдlдёз┌лi┤▒бC┼@▓zоv╣ядpкBд═д]мO╗┤┴n▓╙╗y...пuк║л▄┤╬к║д·┬х╢Eй╥бC
├└л~д·┬х╢Eй╥,╕g╣LдF400жhд╤к║дщдlбAиCн╙ды░tжX╡█├╙┬хоvк║л№е▄╗PйTйwж^╢EбA└H╡█о╔╢бк║▒└▓╛бAпр░ў▓M╖бк║м▌игнье¤╢├╢├к║д·╛жжbл▄╡uк║о╔╢б┤N┼▄▒oл▄╛у╗ЇбA┼¤з┌┼х│Y╡LдёбA├╙┬хоvк║░╩з@д]дQд└и││tбAж^╢Eо╔▒`▒`│гмOдгиьеbдpо╔┤N╡▓зЇдFбA┐я╛▄│o╢б╢Eй╥░╡┴Bе┐д·╛жбA╣ъжbмOд╙жnдF!!
├└л~д·┬х╢Eй╥,оч╢щ┴Ї╛Aм№┴Bе┐бAзф├╙┬хоv┤N╣ядFбI
├└л~д·┬х╢Eй╥,┴Їз╬x╡╬╛Axм№╞[xз╓│t
├└л~д·┬х╢Eй╥,"з┌мOд@н╙л▄лO┼@ж█дvд·╛жк║дHбA┴Ў╡M║┘дгдW╢╘│╥лO╛iбAж¤д]дгмO├i┤kк║д╫ифдSмOд@н╙ж│д·йPпfк║з┌бAиC╖эпfи_еX▓{дWд·┬х╢Eй╥бAиSж│д@жь┬хе═╗беiеHкv└°(м╥╗▌нnй▐░г)бA░╕╡Mи╙дF│oоa╢Eй╥╣JдWдF┬хоvбAд~к╛╣D┬хе═╞[й└/┬х╝wк║нлнnбAе╗и╙нnй▐д·к║е■│геiеHкv└°бC
з┌л▄┼║╢╞к║╗б!з┌╣BоЁл▄жnбC
▒jдO▒└┬╦!
(┼@дhд]мOд@н╙дёд@н╙▒M╖~)"
├└л~д·┬х╢Eй╥,"┬хе═кA░╚┐╦д┴ кv└°╜T╣ъ еB└Ї╣╥░о▓b╛у╝ф
м█╖э║б╖N"
├└л~д·┬х╢Eй╥,д╡д╤░╡дF┤╙д·дт│N итжь┬хоv│глD▒`▒M╖~д]л▄┐╦д┴ д@┬I│гиSж│║Є▒i╖PбZ дт│Nлск║┼@▓zд]│гл▄иьжь лD▒`▒└┬╦бZ
├└л~д·┬х╢Eй╥,д·┬хоvк║д@┬∙ейдтбA┼¤нье╗дг┤▒╢}├hдjп║к║з┌бAль┤_дFж█лH!┴ЎеuмOдpдpк║╕╔д·бAлoпр╖Pи№иь┬хоvк║▓╙д▀бA▒M╖~бC┼¤жVи╙мO║Є▒iдjоvк║з┌бAйёд▀к║ец╡╣┬хоvбC╕╔╣Lк║к∙╛жбA┤N╣│е■╖sк║д@╝╦!пuмOд╙╢}д▀дFбI
├└л~д·┬х╢Eй╥,╜▓┬хоv▓╙д▀бA┬d┬i┐╦д┴
├└л~д·┬х╢Eй╥,кA░╚л▄┤╬бI
├└л~д·┬х╢Eй╥,┤┐┬хе═╣япfдH▓╙д▀┼щ╢K┬х│N░к╢WбA┬хе═л╙░tм№дkзU▓z└Ї╣╥░о▓b╛у╝ф│]│╞╖sеB░о▓bбC
├└л~д·┬х╢Eй╥,┬хе═ж│н@д▀бA┼@дh┐╦д┴
├└л~д·┬х╢Eй╥,┬хе═┼@дhдHл▄┐╦д┴л▄╖┼мX^^│▀┼w
├└л~д·┬х╢Eй╥,┬хе═л▄┐╦д┴ ╢E└°л▄еJ▓╙ зU▓zл▄е╬д▀
├└л~д·┬х╢Eй╥,┬хе═л▄┐╦д┴бA┬х└°л~╜шл▄жnбI
├└л~д·┬х╢Eй╥,┬х│N╢W░кбA└Ї╣╥└u╢обA│]│╞╖s┐oбAнл┬I┬хе═л╙л╙░tм№дkзU▓z│сбI
├└л~д·┬х╢Eй╥,жn╣│к°┤╝╛ждFбAи╙м▌д·┬хбC
├└л~д·┬х╢Eй╥,┬хоv┐╦д┴з▐│NдSжnбI
├└л~д·┬х╢Eй╥,┼@дhдH╢Wжn__┬хе═й▐д·│гдг╖|╡h^_^
├└л~д·┬х╢Eй╥,└Ї╣╥░о╨фбA┬хоvз▐│Nдг┐∙│с
├└л~д·┬х╢Eй╥,▓─д@ж╕╣Jиь│o╗Єпл│tк║м~д·бAкG╡Mж│м~жn╣│иSм~бA╡LиебC
├└л~д·┬х╢Eй╥,┬хе═║Aл╫┐╦д┴бA╢Eй╥└Ї╣╥░о▓bбA┬х└°│]│╞е¤╢i~
├└л~д·┬х╢Eй╥,"┬хе═кA░╚┐╦д┴ кv└°╜T╣ъ еB└Ї╣╥░о▓b╛у╝ф
м█╖э║б╖N"
├└л~д·┬х╢Eй╥,╜▓┬хоv▓╙д▀бA┬d┬i┐╦д┴
├└л~д·┬х╢Eй╥,л▄┤╬бZд¤┬хе═л▄┐╦д┴
├└л~д·┬х╢Eй╥,еi╖R╖┼мXк║┼@дhк№л╝бZбZбZ
├└л~д·┬х╢Eй╥,кA░╚л▄┤╬бI
├└л~д·┬х╢Eй╥,е╬д▀ ▓╙д▀ ╢Kд▀ ▒└┬╦дjоaи╙зф┤┐┬хе═ кL┬хе═
├└л~д·┬х╢Eй╥,┤┐┬хе═л▄▓╙д▀бZбZбZ
├└л~д·┬х╢Eй╥,╡╬кAк║┬х└°└Ї╣╥д╬з▐│N┤╬бI
├└л~д·┬х╢Eй╥,┬хе═ж│н@д▀бA┼@дh┐╦д┴
├└л~д·┬х╢Eй╥,┬хе═┼@дhдHл▄┐╦д┴л▄╖┼мX^^│▀┼w
├└л~д·┬х╢Eй╥,┬хе═л▄┐╦д┴ ╢E└°л▄еJ▓╙ зU▓zл▄е╬д▀
├└л~д·┬х╢Eй╥,┬хе═л▄┐╦д┴бA┬х└°л~╜шл▄жnбI
├└л~д·┬х╢Eй╥,┬х│N╢W░кбA└Ї╣╥└u╢обA│]│╞╖s┐oбAнл┬I┬хе═л╙л╙░tм№дkзU▓z│сбI
├└л~д·┬х╢Eй╥,жn╣│к°┤╝╛ждFбAи╙м▌д·┬хбC
├└л~д·┬х╢Eй╥,┬хоv┐╦д┴з▐│NдSжnбI
├└л~д·┬х╢Eй╥,┼@дhдH╢Wжn__┬хе═й▐д·│гдг╖|╡h^_^
├└л~д·┬х╢Eй╥,└Ї╣╥░о╨фбA┬хоvз▐│Nдг┐∙│с
├└л~д·┬х╢Eй╥,▓─д@ж╕╣Jиь│o╗Єпл│tк║м~д·бAкG╡Mж│м~жn╣│иSм~бA╡LиебC
├└л~д·┬х╢Eй╥,┬хе═║Aл╫┐╦д┴бA╢Eй╥└Ї╣╥░о▓bбA┬х└°│]│╞е¤╢i~
├└л~д·┬х╢Eй╥,л▄┤╬бZд¤┬хе═л▄┐╦д┴
├└л~д·┬х╢Eй╥,еi╖R╖┼мXк║┼@дhк№л╝бZбZбZ
├└л~д·┬х╢Eй╥,е╬д▀ ▓╙д▀ ╢Kд▀ ▒└┬╦дjоaи╙зф┤┐┬хе═ кL┬хе═
├└л~д·┬х╢Eй╥,┤┐┬хе═л▄▓╙д▀бZбZбZ
├└л~д·┬х╢Eй╥,╡╬кAк║┬х└°└Ї╣╥д╬з▐│N┤╬бI
├└л~д·┬х╢Eй╥,┼@дhл▄┐╦д┴└Ї╣╥л▄└u╢окA░╚└u╜ш
├└л~д·┬х╢Eй╥,лD▒`║б╖N
├└л~д·┬х╢Eй╥,┬хе═мO╗бк║л▄жnбCж¤мO░╡дгиьдSл▄╖|╗б бAбAбAоЎ╢Oо╔╢ббAдS╢╦о`жnк║д·╛жпuк║л▄дгok.д·╛Ї▒q4ды░╡иь8ды│г░╡дгжnн╫н╫зязя│гдгжXбAл▄оЎ╢Oо╔╢бдгokбAдгк╛з▐дuй╥┴┘мO┬хе═к║░▌├DбCд@╢}йl╗бк║л▄жn┼ео╔╢бм∙д@н╙дыбA╡▓кG_бH░╡н╙д·╛Їк║о╔╢б│г╕Є┤╙д·к║о╔╢боtз╓дгжhдFбA┴`┬kд@еy╕▄оЎ╢OдHоaк║─_╢Qо╔╢ббAдS╢╦о`д·╛жбAи╞лс░h┐·дSжpжєбA░h┐·┴┘нnмOж│▒°еєк║нn├▒д@▒i├ЎйєеHлсд·╛жк║лс┐Єпg╕ЄеLн╠╢Eй╥╡L├ЎбAпuмOлсом▓Ўд╬бAпuк║д·┬хнn╖V┐я
йv╜хд·┬х╢Eй╥,│п┬хоvмOд·йPпf▒Mмь┬хоvбA┤╙д·к║│B▓zлD▒`┤╬
йv╜хд·┬х╢Eй╥,"▒╞дFд@н╙дыбAншжnдт╛ўиSжbин├фиS▒╡иь╣q╕▄бA╣Lеbдpо╔╗б░идW╗░╣LеhдгжцбA┼@дh║Aл╫╢W▒j╡wк║бA╣q╕▄и╜┼е░_и╙╗yоЁл▄╡wл▄дг╡╬кAбA┴┘нnжA╡ед@н╙дыбA║тдFбAк╜▒╡┤лзOоaбA┴┘жnмO▓─д@ж╕м∙бAм█лH┴┘ж│зOк║жnк║д·┬хк║бC
еDнnмO┼@дh╣q╕▄ддк║╗yоЁ┼¤дHл▄дг╡╬кAбAд]иSж│╗бдгжn╖NлфбA└░зAзям∙зOк║о╔╢беiеH╢▄бHеuмOл▄╡wк║╗ббздгжцо@бAз┌н╠нn╡▓зЇдFбCби┤N│o╝╦бAлс─ЄжA░▌жoд~╗бнn╡ед@н╙дыбC
д@░╞л▄рmбAл▄дгп╩пf▒wк║╖P─▒бA┴┘жnдhкL┴┘ж│зOк║д·┬хбAдгмOеuж│зAд@оaбA╝yйпбIбIбI"
йv╜хд·┬х╢Eй╥,│п┬хоvл▄╖┼мX з▐│NдSжn л▄▒└бZбZбZбZбZ
йv╜хд·┬х╢Eй╥,"┬хе═л▄└S╡╔, еiмOл▄еJ▓╙, ┼@дh│гл▄┐╦д┴, кA░╚д]л▄йPиь"
йv╜хд·┬х╢Eй╥,┬хе═л▄┐╦д┴ ┬х│Nд]╢W╕s ▒└┬╦бI
╝се▌д·┬х╢Eй╥,кЇ┬хоv╢W╖┼мXбAй▐д·з▐│N╢W└uбC╢Eй╥д║к║дHн√│г╢W┐╦д┴▒╡л▌бAпuк║дj▒└о@бC
╝се▌д·┬х╢Eй╥,кЇ┬хе═дHл╙┐╦д┴йM╡╜╢Wп┼ж│н@д▀бIдj▒└бI
╝се▌д·┬х╢Eй╥,кЇ┬хоv┐╦д┴дSйM╡╜дS▓╙д▀бA╢Eй╥└Ї╣╥л▄└u╢обAзU▓zкA░╚дHн√кA░╚л▄жnбI╛ун╙м▌╢Eкv└°е╬д·╣L╡{бAдг╖|┼¤дH║Є▒iж│└гдOбAз┌мOй╚╡hм▌д·к║дHбAеHлсжpкGз┌нnм▌д·┤NмOеh│oоaдFбAдг╖|еhзOоaдFбI
╝се▌д·┬х╢Eй╥,бZбZ╝се▌д·┬хк║║Aл╫жn
╝се▌д·┬х╢Eй╥,┬х│N║ы┤ябA┐╦д┴▓╙д▀бAд@мyк║┤╙д·з▐│NбA└Ї╣╥╖┼─╔бA╛у┼щ┤NмO╞g╞g╞g~~
╝се▌д·┬х╢Eй╥,└Ї╣╥лD▒`жnбA┬хе═д]╢W╖┼мXбAднмPжn╡√н╚▒o╛╓ж│
╝се▌д·┬х╢Eй╥,║}лGк║╢Eй╥бZ├a╣╥╡╬╛AкA░╚║Aл╫╢Wжnк║бZ
╝се▌д·┬х╢Eй╥,┬хе═л▄▓╙д▀бIдj▒└
╝се▌д·┬х╢Eй╥,дj▒└│o╢бд·┬х Oh my god
╝се▌д·┬х╢Eй╥,┬хоvд·зU┐╦д┴бAй▐д·иSж│└гдOбZбZ
╝се▌д·┬х╢Eй╥,д@мyк║┬х└°└Ї╣╥ д@мyк║┬хе═п└╛i д@мyк║┤╙д·з▐│N ╝се▌д·┬х╢Eй╥╞gбI
╝се▌д·┬х╢Eй╥,┴┬┴┬бIм№─Rк║д·мьзU▓z▒╨╛╔з┌е┐╜Tиъд·бBи╧е╬д·╜uз▐ейбBеHд╬д·╢биъбI(┼х─▒еHлeз┌│г▓╩╛|к║и╧е╬д·╜uбAеiпрдw╕g╢╦о`иьд·┼iдF>___<)┬хоvл▄▒M╖~│с!!!
╝се▌д·┬х╢Eй╥,лD▒`│▀┼w╛у┼щк║╖P─▒бA╕╦цC▒aж│дь╜ш╜╒к║╢║й▒╖P
╝се▌д·┬х╢Eй╥,д·зUк║▓╙д▀╕Є├Ўд▀╡{л╫│глD▒`╢Kд▀!ж╙еB▒M╖~л╫л▄░ўбA│oн╙л▄дj▒└бZбZ
╝се▌д·┬х╢Eй╥,"лe╕mз@╖~к║д▐╛╔иьдд╢б╣L╡{│гдг╖|ж│╖╨─╝╖PбC
жAи╙┬хе═к║и╞лe╕▀░▌┴┘ж│дт│N╣L╡{│г╡╬кA
з╣е■иSж│└гнв╖PбA│Nлск║╢Kд▀еm└{╕ЄлO╛i╢╖к╛│гж│╗бй·к║л▄жnбAд]дг╖|д╙╝GеoбAеHлс│гиMйwжb│o╕╠дF"
╝се▌д·┬х╢Eй╥,"кA░╚л▄жnж╙еBдг╖|┼¤дHж│║Є▒i╖P
нл┬IбI└╦мdл▄╕╘▓╙бZбZбZбZ"
╝се▌д·┬х╢Eй╥,"┬хе═мOжь╖xиkбI
ж█▒qз┌и╙иьдF╝се▌бA│гдгй╚м▌д·░╒_"
╝се▌д·┬х╢Eй╥,┬х│N║ы┤ябA╖┼─╔┐╦д┴бA╞g~
╝се▌д·┬х╢Eй╥,кЇ┬хоvлD▒`┐╦д┴бI
╝се▌д·┬х╢Eй╥,з┌д@йwеh│o├фм~д·~!!
╗╖кFд·┬х╢Eй╥,╢╞║Cк║╢╛╜ў╢│░|к° нYж│нt┴√мP ╡╣╡Lннжh┴√
╗╖кFд·┬х╢Eй╥,5дыдджпж]│°╡|╗▌нn ┐╦ж█иь╢Eй╥╜╨┬хоv╢}╢E┬_о╤ ┬dеx╗б╖|┬рзi┬хоv ╡▓кGжpжєжA│qк╛з┌ ╡LдUдх
╗╖кFд·┬х╢Eй╥,5ды20дщжA┐╦ж█иь╢Eй╥ ╗бй·ж]│°╡|╗▌нn д]╝vжLдF╡|│цдWк║╗бй· ╖эо╔╢╛дj░|к°╗б:еLнn╜╨▒╨еLк║кkл▀┼U░▌ ╡▓кGжpжє жA│qк╛з┌
╗╖кFд·┬х╢Eй╥,нW╡е жAнW╡е ▓╫иs╡LдUдх д@│q╣q╕▄│гиSж│
