name,content
demomemo,查了上篇推文   是在桃園摩斯的樓上  是嗎? 有人可以確定一下嗎....我現在痛到睡不了   想要早上 就過去拔= = 我google都找不到 請問....能否給我個電話  我怎麼上網查都沒有 我找到了....我用fb搜尋才找到  感謝 請問lingz1024大   你預約到什麼時間呀
asd0824tw,平鎮有一家叫文中牙醫...推薦!
peiggysu,上周也到康喬給陳奕舟醫師作根尖手術，終於把困擾很久 的根尖囊腫根除，推薦陳醫師! 桃園康喬口腔外科電話 03-3550610
carolian,水平智齒也是給陳奕舟醫生拔，十分鐘拔完
oopsmile,我是京采搭配蕭敬愷 看蛀牙洗牙都是京采（施/黃醫師）；蕭就是只有矯正_目 前矯正8個月嚕！ 矯正一定會不舒服，說粗魯也還好，但絕對沒有非常溫柔XD D(可能我看起來比較不怕痛所以....QQ 每個人狀況不同，矯正器也不會強迫使用哪種，頭期至少準 備4萬喔(裝上下排時)，建議先快點預約諮詢XD不然真的要 排很久
kiki950237,蕭只有矯正，其他治療需自行找診所
sniff,桃園區的話後火車站附近有一個陳霖茂診所很厲害，但是要排 蠻久的
gugu1031,蕭敬愷+1目前矯正快兩年了~ 蕭好像在中壢的一間牙科也有做諮詢，一個月一次而已
ilmb1314,蕭預約諮詢要等兩個多月哦
hh440977,蕭 目前一年多了  矯正不會有舒服的啦
abc5073hg,http://i.imgur.com/zQOEhNE.jpg 這家是我媽介紹給我的，還不錯
hsiaovi,蕭+1 今年一月矯正結束_
a1014120925,矯正推中正路上風采牙醫的賴醫師
anniekinki,矯正在聖保祿做的，醫生蠻要求完美，不過是醫院。。。
killhaoma,我是醫生，我有時也會有用盡全部心力對待病人，卻被誤 解痛罵的無力感，現在的醫病關係是我十幾年前踏入此行 所無法想到的差，我只能告訴我的學弟妹，再怎麼好的醫 生，也不可能讓所有的病人滿意，盡心盡力就好，我很感 謝京采張醫師讓我在後半輩子能好好吃些東西，或許有人 不以為然，或許你也會因此錯過一位適合你的好醫生。
jasonlllll,我在當代剛植完一顆7萬，大概半年。過程沒有不適還算 滿意，程醫師給你參考
Meego,我在當代植的  一顆7w  但是從沒叫我回家檢查 所以他們有些廣告文宣 植牙心得看看就好 可能我不是名人  所以他們不太在乎我植牙後 的情況吧_
ann1125,我在新當代植牙的，巷子裡面那間，一顆5W目前使用的還不 錯，他們還有高壓氧艙可以坐
havefun0229,Sogo旁晶華牙醫
everlasting,桃園永家牙醫診所一顆4w，不嫌遠的話可以來看看，是 龍潭的喬治牙牙醫院長來這邊新開的。 當代的醫師技術也很不錯，還住中壢的時候也去那邊。
shock520,推薦中正路上 名揚牙科 陳院長，助理很有專業知識 有問必答！不懂的還會LINE跟你解說
JillJustco,去菁菁洗牙吧  醫生超親切，洗牙不痛，偶爾酸一下，小 皺眉醫生都會頻說抱歉，整個過程沒什麼紅腫流血，唯一 的缺點是人太多，請早來。
jojoshyu,真的是那間 陳醫師 洗牙方式太誇張 一定要醫療疏失才能反推??請某樓多看幾遍 個人感受不同
standly,"這間不是新開的~已經開好久囉 我自己是看了蠻久的~覺得醫生經驗很多~還蠻專業的說 基本上都是要預約的,很熱門,只能預約1個多月後才有 你有先預約嗎?還是現場排?現場排的話要等"
kokus,標題反推 然後文章裡一堆問號是怎樣?你到底確定他有那些醫 療行為是錯誤的?
antiiss,洗牙好像差不多就是那樣啊@@
saiulbb,1. 之前看過醫療上沒啥問題 2. 排隊要非常久 沒去過的當 然會不爽 也許這是他們的SOP 至於牙膏的事情沒遇過
pbtwnet,我根管還有拔智齒麻藥都是打三針 打麻藥時頗痛但過程無痛 我是打牙齦唷
tatu0223,請問你打口腔皮還是牙齦？我要抽的那顆牙齒的牙齦不麻耶 大約等10分鐘左右，酸我可以忍，但是是用力抽痛（崩潰） 青青覺得還好
fingeree,其實你可以反映給原醫師看看，是否有辦法解決
lining61421,"超品牙醫林醫師。新明夜市旁,要預約。我之前做是沒 啥感覺,麻醉有打牙齦"
viteoviuhly,麻醉不是要打牙齦嗎？
cracKnel,我的醫師說 其實在發炎在痛時 不適合做根管
imVAL,有些神經已壞死的打牙齦就可以，還感覺得到酸痛的都算急性 發炎了，打再多都會痛。麻藥如果直接打進神經裡更痛（會整 個人小彈起來那種）但比打牙齦更有效 推薦給你中山東路上的佳新牙科，指名徐仲逸院長。但通常他 很難預約，你忍受得了就去給他做根管吧
qbeagle,急性期麻藥很難打麻  每間牙醫的麻藥都差不多
roadmanjia,"強力推薦群英吳醫師,已經給他做2顆了,痛的話先埋藥 治療,雖然要去比較多次不過他會幫你弄比較仔細 桃園市中壢區中正路221號   03 427 2803"
jerico,醫生是不知道麻藥要等待幾分鐘嗎？ 另外，即便上麻藥，一下子搓到最下面的XX，還是會很酸 根管治療應該要找專業一點的
BlueKatty,我先生在內壢的康雅做根管 打三針 他說很舒服XDD
TOMY910137,可以另外詢問顯微鏡根管治療的部分有推薦的診所或醫 生嗎？
kadouin,青青牙醫 超級推
derekQQ,搜尋完牙醫後，大家都各自推薦
c4681209,結論，推哪家牙醫請連醫生名一起報上~不然真的各推各的
irisc,同求+1，想知道武陵/Ikea附近推薦的~主要著重醫術
nojen,嫌有點遠的話 可以到內壢的潔美 不過那家採預約制 可以先 打電話問問
qqlqlqlql,以前在附近的牙科上班 醫師不錯 重點他非常要求清潔 可 是是預約制 要等 而且醫師動作很_慢 要有耐心
tofukingkion,偉玲牙醫，我在那看很多年了
iampeter,推薦國強一街上靠近龍安街的瑞宏牙醫，醫生很細心，有 疑問都會詳細解說
greatgatsby,細心的話首推國際路一段的誠品牙醫。醫師很龜毛但是 補牙5年後沒再蛀。
woola0418,定北牙醫...市府附近
FROMHEART,請問原po上次是去哪一間?
dontkissme,從中山路搬到中平路那家，X美牙醫
yupc0109,你有確定你需要顯微根管還是一般的根管治療就好?
demomemo,我不確定耶  但想說好像感覺顯微鏡根管治療 比較好 我知道也比較貴   有人知道大概多少嗎?  加裝牙套的錢 然後......會比較不痛嗎= = 我剛看   根管治療加 裝牙套的錢 都健保給付 是這樣嗎?? 是只有顯微鏡根管治療 才要自負嗎?我以為牙套就要自付了
shw27,打麻醉都無感
ktmting,牙套要自己付錢
cracKnel,八德 大智路 新開的樂沛牙醫 陳醫師不錯
dream4life,藝術館附近的綠光好像有
linkbean,ㄧ般的根管，非凡的張醫生
a127n,我是做一般的根管 格林陳金津醫師 做完覺得OK
terry31224,元化路的精英牙科醫生好仔細
onechang,看來以上四間只有弘恩便宜些，其它也都跟歐維差不多 我當初是懶得看這麼多間，直接決定歐維-陳醫師
money710269,我在中北路上的至善牙醫矯正的，費用八萬五，矯正完 也不錯，可以給你參考！
wiettncgj,非凡跟歐唯，你都是預約最忙的醫師，不建議
d8888872002,看你要不要去台北，也是14萬左右，但是會改善，大概 兩年左右，因為我比你嚴重 如果想看我之前照片，我痞克幫有，跟idㄧ樣，真的比 你嚴重。不過我好像只記半年，後來就沒寫了 我是戴傳統的，還是效果很好啊，ㄧ年半縫就關完了， 現在在調牙根角度 我一年的時候臉型有變耶 因為有拔牙的關係
dora6219,我當初也是歐唯跟弘恩選，不過弘恩那時只能用傳統，只好 選歐唯了
vicsunchen,感謝大家的建議，但還是很難抉擇，覺得歐唯價格真的 太高了，可能王牌醫師價格都比較高?!但是又不希望花 很多次費用才把牙齒矯正好，當然希望一次到位，想問 問暴牙牙齒矯正應該是把牙齒往後拉吧?!那多少應該都會 改變臉型才是吧，跟時間長短有關係嗎?! 真的很怕沒有矯正好還要二次矯正嗚嗚... 真的很猶豫 對啊!!!!!可能真的是大牌醫師了所以覺得態度不是很好 哈哈哈但是真的很難越所以決定要另找醫師 想請問為何不推呢@@?!
bebeba,我在非凡謝醫生，永遠都是好溫柔！生意非常好沒錯，但調線 只要預約時間沒有遲到通常都沒什麼等到啊！歐唯蕭我有諮 詢過，就像原po說的，感覺就是花多少錢做多少事，令人感 覺有點差！
KuRed,妹妹朋友都在歐維 感想不推
kobeliu,我在後站潔明做的  覺得普普  細節可再問我
FanJohn519,我推弘恩的許醫師 但是他現在神隱(我兩年來都給他用
wilsona,植牙的技術跟植體很重要，建議你可以到桃園藝文中心的聖 _牙醫喔。院長林醫師看診很仔細且他常常會飛國外進修植 牙的最新技術課程。之前我也介紹了很多人去，大家也都說 很好喔
cracKnel,八德區 大智路 樂沛牙醫 林醫師
firev,樂沛很多小朋友......好可惜，離我較近 還是回康爾牙醫找謝智宇醫生，蠻專業的_推
Mavr        ,要不要試試看桃園葡萄藤，醫生蠻有方法的
areca       ,坐月子的地方大寶可以去嗎? 可以的話盡量每天去讓你 刷(當然爸爸也還是要練習) 塗氟沒有神到可以抵一個 月不刷牙  每天清潔還是最有效的護牙方法 月不刷牙  每天清潔還是最有效的護牙方法 話說我生老二時  才兩三天沒顧到老大  再看到她時牙 齒上一層黃黃的厚垢嚇壞我了  老公說他都有刷(嗎?) 還好她跟我一起回娘家坐月子  刷一兩天就恢復了
calix       ,我有預約 格林牙醫，每個禮拜四有兒童牙醫。要先打 電話預約。
shihan75    ,桃園向日葵牙醫也很推唷
qutejunball ,買氟錠試試呢？我是每餐刷完牙給一顆，小孩很愛（ 糖果的概念）
Meyermeyer  ,有沒有中壢區的呢？
a37636462,推桃園康喬
Lmario,桃園康喬+1
mnetg,桃園康橋
jk1982,推智齒達人壢新王醫師
candynotat,同樓上推壢新王醫師_
mrkind,私信推薦中原附近牙醫
whisty216,壢新
ling0137,桃園康喬！！
whd14,謝謝大家 但朋友實在無法跑到桃園來 所以中壢區可能比較OK
derekQQ,厄...您可能需要看好幾家，才會找到您滿意的...
HBO10383,桃園康橋，壢新王，沒有其他 桃園康橋真的厲害，值得花時間跑一趟
paulman,壢新智齒神 但是極難掛號
Egiot,康橋，去桃園一趟真的非常非常值得
sarahoo,康橋有推薦的醫生嗎
Qzzzz,智齒王，掛號兩個月後才看
wel1721,康橋的醫生以前就在中壢 我也給他拔過水平智齒 真的不會痛喔~我的智齒還有倒鉤哩~會打麻藥的啦~ 重點是速度也滿快的 我還以為要很久 結果一下子就好了~
milkmari,壢新王醫師
monkeywife,壢新不容易掛到號 先去官網看時間
yupei,推文必有智齒王
zag46900,中壢智齒王 停車問隔壁的都是去那拔的
littlesun,當代興國賴神！賴俊臣
Lampaininder,桃園康喬 3個醫師都是有口腔顎面外科專科資格的醫師 樓上講的賴醫師 現在也有在康喬看診拔智齒
Mochi0506,桃園康喬 一次拔一邊(上下兩顆)不到十分鐘
bigbabybaby,壢新王宏仁 我給他把拔一顆之後接下來就直接就預約了 3顆
MoonAthenaX,全家福牙醫 我智齒沒亂長 但不到10秒就拔出來了
oncecp394su3,週一剛拔完！壢新張雅菁！
PiggyHsuan,上個月剛給智齒王拔完大推!不過因為我的智齒比較複雜 不像板上很多人只要五分鐘XD但術後不痛也很快就能進食
antigod,推壢新王
cat715,壢新智齒王 已處理兩顆 超讚 無痛
mia3,我4顆都給智齒王拔的  水平智齒也輕鬆處理
colin0000123,我在桃園康喬！值得去一趟
redcactus,壢新智齒王！技術好又溫柔
paulman,去壢新吧 反正沒多遠
gwen31337,去過永生 但我不是很推薦我的醫生 我覺得很粗魯 華欣的醫生是不是很老非常有年紀的？我後來一直想去但 家人不同意 總之後來我是去中壢sogi附近免掛號費的那家 四維路靠近路口全家其實也有一家牙醫 但其實我也不推 薦 之前去經驗也不好。剛上面打錯是要打sogo 後才發現我打的四維路是連美的樣子XDD
chenvlun,是連美沒錯
kenshe123,天成跟怡仁醫院都有牙科哦！
imhua,對，華欣的醫生頗高齡了，所以家人也要我換
beeolive,瑞埔國小附近涂牙醫 永生 唉 醫生好兇
ALOVET,永生的醫生態度真的很差
chen0937,楊梅天成牙醫師一掛人出走，在楊梅大成路附近開店了（ 離題了XD)
BlackShieh,華欣老歸老  但他講解很詳細  而且洗牙幾乎不會痛
lisa13019,不推新新牙醫！醫生顧聊天就算了，換藥也換的2266！很 差的經驗！
forian,推康喬 醫生技術很棒 診所裝潢不像一般診所像是高級書房
molly1019,中壢 格林 陳醫生 原來陳醫生跑去康橋了，之前我們診所有要拔智齒都會推 薦去給他拔，我自己的智齒也是給陳醫生拔的掛號到結束5 分鐘完畢
jackli2004,阿  忘了說  我在  桃園火車站附近 疑  我爬到一篇文  1.2樓推的是同一位嘛 感謝各位推薦
vacation,聖保祿的口腔外科醫師都很好，給鄭聿真醫師拔過 原本在敏盛的口外鄒秋霞醫師，現在在中埔六街尚霖牙醫 哈 看懂這篇文了，不該來亂的，原po和幫推的 sorry啦:P
s0930194,康橋，專做齒類外科，不過其實有時候吃個消炎止痛就好 有時候是智齒在長，除非長歪不然吃個消炎止痛一陣子就好
ealleneee91,聖保錄。鄭醫師。有風險的手術去大醫院就對
helen80316,"1,2f推薦是同一個，中壢格林的陳醫生現在跑到桃園康 喬"
xingling0801,我之前也是在敏盛的鄒秋霞 平常在看診的牙醫推薦的 ！
kyozwhie,水平 埋在肉裡就只能開刀
Jentze,水平智齒有些診所的醫師也不願意幫你拔。建議去敏盛直接處 理就好！
pluto6958,大推聖保祿啊！10分鐘無痛KO
